Name,Edition (code),Price
"Aven Gagglemaster","(m21)","$0.37"
"Aven Initiate","(akh)","$0.27"
"Aven Liberator","(scg)","$0.37"
"Aven Mimeomancer","(arb)","$0.92"
"Aven Mindcensor","(fut)","$2.96"
"Aven Redeemer","(lgn)","$0.36"
"Aven Reedstalker","(hou)","$0.22"
"Aven Riftwatcher","(plc)","$0.34"
"Aven Sentry","(dom)","$0.28"
"Aven Skirmisher","(frf)","$0.30"
"Aven Smokeweaver","(ody)","$0.37"
"Aven Soulgazer","(ons)","$0.37"
"Aven Squire","(m13)","$0.30"
"Aven Sunstriker","(dtk)","$0.37"
"Aven Surveyor","(frf)","$0.34"
"Aven Tactician","(dtk)","$0.31"
"Aven Trailblazer","(con)","$0.34"
"Aven Trooper","(tor)","$0.36"
"Aven Warhawk","(lgn)","$0.37"
"Aven Wind Guide","(akh)","$0.41"
"Aven Wind Mage","(m19)","$0.30"
"Aven Windreader","(9ed)","$0.27"
"Aven of Enduring Hope","(hou)","$0.28"
"Avenger en-Dal","(nem)","$0.67"
"Avenger of Zendikar","(wwk)","$12.67"
"Avenging Angel","(tmp)","$11.84"
"Avenging Druid","(exo)","$0.36"
"Avenging Huntbonder","(c20)","$0.62"
"Averna, the Chaos Bloom","(cmr)","$1.93"
"Avian Changeling","(mma)","$0.37"
"Avian Oddity","(iko)","$0.37"
"Aviary Mechanic","(kld)","$0.28"
"Aviation Pioneer","(m19)","$0.34"
"Avid Reclaimer","(hou)","$0.39"
"Avizoa","(wth)","$2.65"
"Awakened Amalgam","(rix)","$0.52"
"Awakener Druid","(jmp)","$0.30"
"Axebane Beast","(rna)","$0.27"
"Axebane Guardian","(rtr)","$0.50"
"Axebane Stag","(rtr)","$0.27"
"Axegrinder Giant","(lrw)","$0.34"
"Axelrod Gunnarson","(chr)","$0.61"
"Axgard Braggart","(khm)","$0.22"
"Axgard Cavalry","(khm)","$0.22"
"Ayara, First of Locthwain","(eld)","$5.42"
"Ayesha Tanaka","(chr)","$0.62"
"Ayli, Eternal Pilgrim","(ogw)","$1.84"
"Aysen Bureaucrats","(5ed)","$0.31"
"Aysen Crusader","(hml)","$2.67"
"Ayula, Queen Among Bears","(mh1)","$0.74"
"Azami, Lady of Scrolls","(c13)","$2.53"
"Cunning Bandit // Azamuki, Treachery Incarnate","(bok)","$0.37"
"Azimaet Drake","(mir)","$0.33"
"Azor's Elocutors","(rtr)","$0.70"
"Azor, the Lawbringer","(rix)","$3.60"
"Azorius Aethermage","(dis)","$0.37"
"Azorius Arrester","(rtr)","$0.31"
"Azorius First-Wing","(dis)","$0.36"
"Azorius Guildmage","(pdis)","$2.42"
"Azorius Herald","(gk2)","$0.37"
"Azorius Justiciar","(rtr)","$0.37"
"Azorius Knight-Arbiter","(rna)","$0.28"
"Azorius Skyguard","(rna)","$0.37"
"Azra Bladeseeker","(bbd)","$0.36"
"Azra Oddsmaker","(bbd)","$1.63"
"Azra Smokeshaper","(mh1)","$0.37"
"Azure Drake","(m11)","$0.33"
"Azure Fleet Admiral","(cmr)","$0.33"
"Azure Fleet Admiral","(cmr)","$0.33"
"Azure Mage","(m12)","$0.36"
"Azusa, Lost but Seeking","(m21)","$11.07"
"Backdraft Hellkite","(c19)","$0.76"
"Backwoods Survivalists","(emn)","$0.30"
"Baird, Steward of Argive","(dom)","$0.74"
"Bala Ged Scorpion","(roe)","$0.33"
"Balan, Wandering Knight","(c17)","$11.86"
"Balduvian Barbarians","(ice)","$0.33"
"Balduvian Bears","(ice)","$0.40"
"Balduvian Bears","(ice)","$0.40"
"Balduvian Conjurer","(ice)","$0.39"
"Balduvian Dead","(all)","$0.37"
"Balduvian Fallen","(csp)","$0.37"
"Balduvian Frostwaker","(csp)","$0.37"
"Balduvian Horde","(a25)","$0.33"
"Balduvian Hydra","(ice)","$3.62"
"Balduvian Shaman","(ice)","$0.34"
"Balduvian War-Makers","(all)","$0.34"
"Balduvian Warlord","(csp)","$0.43"
"Balefire Liege","(fmb1)","$5.54"
"Baleful Ammit","(akh)","$0.37"
"Baleful Beholder","(afr)","$0.22"
"Baleful Eidolon","(ths)","$0.33"
"Baleful Force","(c13)","$0.77"
"Baleful Strix","(c16)","$5.13"
"Ball Lightning","(4ed)","$5.20"
"Ballista Squad","(mmq)","$0.37"
"Ballista Watcher // Ballista Wielder","(vow)","$0.37"
"Balloon Peddler","(mmq)","$0.37"
"Ballot Broker","(cn2)","$0.37"
"Ballynock Cohort","(ema)","$0.37"
"Ballynock Trapper","(eve)","$0.33"
"Ballyrush Banneret","(mor)","$0.43"
"Baloth Gorger","(dom)","$0.28"
"Baloth Null","(a25)","$0.37"
"Baloth Pup","(ogw)","$0.37"
"Baloth Woodcrasher","(zen)","$0.37"
"Balshan Beguiler","(ody)","$0.39"
"Balshan Collaborator","(tor)","$0.37"
"Balshan Griffin","(ody)","$0.37"
"Balthor the Defiled","(jud)","$14.82"
"Balthor the Stout","(tor)","$0.74"
"Balustrade Spy","(gtc)","$0.37"
"Bane Alley Blackguard","(dgm)","$0.28"
"Bane Alley Broker","(gtc)","$0.37"
"Bane of Bala Ged","(bfz)","$1.39"
"Bane of Progress","(cma)","$8.09"
"Bane of the Living","(lgn)","$0.71"
"Baneblade Scoundrel // Baneclaw Marauder","(mid)","$0.30"
"Banehound","(war)","$0.37"
"Baneslayer Angel","(m21)","$3.47"
"Banewhip Punisher","(hou)","$0.44"
"Banisher Priest","(ddo)","$0.37"
"Bannerhide Krushok","(mh2)","$0.22"
"Banshee","(chr)","$0.37"
"Banshee of the Dread Choir","(cma)","$0.73"
"Bant Battlemage","(ala)","$0.37"
"Bant Sojourners","(arb)","$0.36"
"Bant Sureblade","(arb)","$0.37"
"Baral, Chief of Compliance","(aer)","$7.29"
"Barbarian Bully","(jud)","$0.33"
"Barbarian Guides","(ice)","$0.34"
"Barbarian Lunatic","(ody)","$0.31"
"Barbarian Outcast","(tor)","$0.34"
"Barbarian Riftcutter","(rav)","$0.33"
"Barbary Apes","(leg)","$2.95"
"Barbed Shocker","(cns)","$0.40"
"Barbed Shocker","(tsp)","$0.37"
"Barbed Sliver","(tmp)","$0.58"
"Barbed-Back Wurm","(mir)","$0.37"
"Barbtooth Wurm","(s99)","$0.44"
"Barging Sergeant","(grn)","$0.25"
"Barishi","(wth)","$0.43"
"Barkhide Mauler","(ons)","$0.33"
"Barkhide Troll","(m20)","$0.39"
"Barktooth Warbeard","(leg)","$7.04"
"Baron Sengir","(hml)","$17.49"
"Barony Vampire","(m20)","$0.28"
"Barrage Ogre","(som)","$0.37"
"Barrage Tyrant","(bfz)","$0.59"
"Barrenton Cragtreads","(shm)","$0.34"
"Barrenton Medic","(shm)","$0.36"
"Barricade Breaker","(aer)","$0.37"
"Barrier of Bones","(grn)","$0.28"
"Barrin, Master Wizard","(usg)","$44.13"
"Barrin, Tolarian Archmage","(m21)","$0.73"
"Barrow Ghoul","(wth)","$0.37"
"Barrow Witches","(eld)","$0.28"
"Barrowin of Clan Undurr","(afr)","$0.37"
"Bartered Cow","(eld)","$0.28"
"Bartizan Bats","(grn)","$0.22"
"Basal Sliver","(tsp)","$1.08"
"Basal Thrull","(fem)","$0.37"
"Basalt Gargoyle","(tsp)","$0.37"
"Basalt Golem","(mir)","$0.37"
"Basalt Ravager","(khm)","$0.37"
"Basandra, Battle Seraph","(cns)","$2.95"
"Basilica Bell-Haunt","(rna)","$0.39"
"Basilica Guards","(gtc)","$0.27"
"Basilica Screecher","(gtc)","$0.37"
"Basking Rootwalla","(uma)","$0.37"
"Basri's Acolyte","(m21)","$0.36"
"Basri's Lieutenant","(m21)","$0.77"
"Bassara Tower Archer","(jou)","$0.44"
"Bastion Enforcer","(aer)","$0.25"
"Bastion Inventor","(aer)","$0.27"
"Bastion Mastodon","(kld)","$0.28"
"Battalion Foot Soldier","(m20)","$0.30"
"Battered Golem","(5dn)","$0.37"
"Batterhorn","(rtr)","$0.30"
"Battering Craghorn","(ons)","$0.33"
"Battering Krasis","(dgm)","$0.30"
"Battering Ram","(4ed)","$0.33"
"Battering Sliver","(plc)","$0.44"
"Battering Wurm","(gpt)","$0.37"
"Battershield Warrior","(khm)","$0.30"
"Battle Brawler","(frf)","$0.37"
"Battle Cry Goblin","(afr)","$0.73"
"Battle Hurda","(wwk)","$0.33"
"Battle Rampart","(mmq)","$0.37"
"Battle Sliver","(m14)","$0.73"
"Battle Squadron","(ema)","$0.62"
"Battle-Mad Ronin","(chk)","$0.36"
"Battle-Rattle Shaman","(roe)","$0.34"
"Battlefield Medic","(ons)","$0.34"
"Battlefield Percher","(nem)","$0.37"
"Battlefield Raptor","(khm)","$0.30"
"Battlefield Scavenger","(akh)","$0.37"
"Battlefield Scrounger","(jud)","$0.37"
"Battlefield Thaumaturge","(jou)","$0.58"
"Battleflight Eagle","(m13)","$0.28"
"Battlefront Krushok","(frf)","$0.37"
"Battlegate Mimic","(eve)","$0.36"
"Battlegrace Angel","(mm2)","$1.02"
"Battleground Geist","(isd)","$0.37"
"Battleground Geist","(isd)","$0.37"
"Battlewise Aven","(jud)","$0.36"
"Battlewise Hoplite","(ths)","$0.37"
"Bay Falcon","(mir)","$0.34"
"Bayou Dragonfly","(tmp)","$0.33"
"Bayou Groff","(stx)","$0.30"
"Bazaar Krovod","(rtr)","$0.37"
"Bazaar Trademage","(mh1)","$0.56"
"Bazaar Trader","(wwk)","$4.43"
"Beacon Behemoth","(con)","$0.34"
"Beacon Hawk","(dis)","$0.36"
"Beacon of Destiny","(lgn)","$0.61"
"Beamsplitter Mage","(grn)","$0.37"
"Beanstalk Giant // Fertile Footsteps","(eld)","$0.37"
"Bear Cub","(p02)","$3.63"
"Bear's Companion","(ktk)","$0.37"
"Daring Sleuth // Bearer of Overwhelming Truths","(soi)","$0.37"
"Bearer of Silence","(ogw)","$0.61"
"Bearer of the Heavens","(jou)","$0.87"
"Beast Walkers","(hml)","$2.37"
"Beast Whisperer","(grn)","$3.62"
"Beast of Burden","(ulg)","$0.74"
"Beastbreaker of Bala Ged","(roe)","$0.37"
"Beastcaller Savant","(bfz)","$0.92"
"Beasts of Bogardan","(chr)","$0.37"
"Bedlam Reveler","(emn)","$1.87"
"Beetleback Chief","(ddn)","$0.58"
"Beetleform Mage","(dgm)","$0.30"
"Behemoth's Herald","(ala)","$0.37"
"Belbe's Percher","(nem)","$0.31"
"Belbe, Corrupted Observer","(cmr)","$0.71"
"Beledros Witherbloom","(pstx)","$18.82"
"Belfry Spirit","(gk2)","$0.37"
"Bell Borca, Spectral Sergeant","(cmr)","$0.44"
"Belle of the Brawl","(eld)","$0.37"
"Belligerent Brontodon","(xln)","$0.37"
"Belligerent Guest","(vow)","$0.27"
"Belligerent Hatchling","(eve)","$0.39"
"Belligerent Sliver","(m15)","$0.87"
"Belligerent Whiptail","(bfz)","$0.30"
"Bellowing Aegisaur","(xln)","$0.41"
"Bellowing Elk","(mh1)","$0.30"
"Bellowing Fiend","(tmp)","$0.65"
"Bellowing Saddlebrute","(ktk)","$0.37"
"Bellowing Tanglewurm","(som)","$1.11"
"Bellows Lizard","(rtr)","$0.30"
"Belltoll Dragon","(dtk)","$0.44"
"Belltower Sphinx","(m12)","$0.37"
"Beloved Beggar // Generous Soul","(mid)","$0.33"
"Beloved Chaplain","(ody)","$0.46"
"Beloved Princess","(eld)","$0.30"
"Ben-Ben, Akki Hermit","(chk)","$0.95"
"Benalish Cavalry","(tsp)","$0.36"
"Benalish Commander","(tsr)","$0.49"
"Benalish Emissary","(inv)","$0.39"
"Benalish Heralds","(inv)","$0.37"
"Benalish Hero","(4ed)","$0.33"
"Benalish Honor Guard","(dom)","$0.30"
"Benalish Infantry","(wth)","$0.33"
"Benalish Knight","(10e)","$0.99"
"Benalish Lancer","(ddg)","$0.36"
"Benalish Marshal","(dom)","$1.29"
"Benalish Missionary","(wth)","$0.36"
"Benalish Trapper","(inv)","$0.36"
"Benalish Veteran","(m12)","$0.30"
"Benevolent Ancestor","(ima)","$0.30"
"Benevolent Bodyguard","(ema)","$0.43"
"Benevolent Unicorn","(mir)","$0.33"
"Benthic Behemoth","(7ed)","$1.24"
"Benthic Djinn","(mir)","$3.53"
"Benthic Explorers","(all)","$0.36"
"Benthic Giant","(bbd)","$0.31"
"Benthic Infiltrator","(bfz)","$0.30"
"Benthicore","(lrw)","$0.37"
"Bereaved Survivor // Dauntless Avenger","(mid)","$0.37"
"Berg Strider","(khm)","$0.22"
"Berserk Murlodont","(lgn)","$0.36"
"Berserkers of Blood Ridge","(m10)","$0.34"
"Beskir Shieldmate","(khm)","$0.22"
"Biblioplex Assistant","(stx)","$0.22"
"Big Game Hunter","(c19)","$0.44"
"Bile Urchin","(bok)","$0.36"
"Binding Geist // Spectral Binding","(vow)","$0.19"
"Binding Mummy","(akh)","$0.37"
"Bioessence Hydra","(war)","$0.59"
"Biogenic Ooze","(rna)","$6.46"
"Biomancer's Familiar","(rna)","$1.47"
"Biomathematician","(stx)","$0.22"
"Bioplasm","(gpt)","$0.61"
"Biowaste Blob","(cmr)","$0.73"
"Birchlore Rangers","(ons)","$0.74"
"Bird Maiden","(4ed)","$0.30"
"Birds of Paradise","(m11)","$19.49"
"Birgi, God of Storytelling // Harnfel, Horn of Bounty","(khm)","$7.41"
"Birthing Hulk","(ogw)","$0.37"
"Bishop of Binding","(rix)","$0.59"
"Bishop of Rebirth","(xln)","$0.89"
"Bishop of Wings","(m20)","$4.03"
"Bishop of the Bloodstained","(xln)","$0.37"
"Bishop's Soldier","(xln)","$0.33"
"Bitterblade Warrior","(akh)","$0.30"
"Bitterbow Sharpshooters","(hou)","$0.28"
"Bitterheart Witch","(isd)","$0.58"
"Black Carriage","(hml)","$3.13"
"Black Cat","(dka)","$0.31"
"Black Dragon","(afr)","$0.37"
"Black Knight","(5ed)","$0.53"
"Black Oak of Odunos","(bng)","$0.37"
"Black Poplar Shaman","(lrw)","$0.37"
"Blackbloom Rogue // Blackbloom Bog","(znr)","$0.37"
"Blackcleave Goblin","(som)","$0.36"
"Blacklance Paragon","(eld)","$0.61"
"Blade Historian","(stx)","$1.41"
"Blade Instructor","(grn)","$0.27"
"Blade Juggler","(rna)","$0.30"
"Blade Splicer","(mm3)","$1.23"
"Blade of the Sixth Pride","(fut)","$0.36"
"Blade-Tribe Berserkers","(som)","$0.31"
"Bladeback Sliver","(mh1)","$0.37"
"Bladed Sentinel","(mbs)","$0.30"
"Bladegriff Prototype","(cmr)","$0.44"
"Blademane Baku","(bok)","$0.36"
"Bladestitched Skaab","(mid)","$0.39"
"Bladetusk Boar","(m13)","$0.28"
"Bladewing the Risen","(ima)","$1.82"
"Bladewing's Thrall","(ima)","$0.37"
"Blanchwood Treefolk","(usg)","$0.36"
"Blaring Captain","(bbd)","$0.37"
"Blaring Recruiter","(bbd)","$0.41"
"Blaster Mage","(mmq)","$0.34"
"Blastoderm","(nem)","$0.34"
"Blaze Commando","(dgm)","$0.37"
"Blazethorn Scarecrow","(shm)","$0.41"
"Blazing Archon","(pd3)","$4.71"
"Blazing Blade Askari","(tsp)","$0.34"
"Blazing Effigy","(leg)","$1.16"
"Blazing Hellhound","(ori)","$0.37"
"Blazing Rootwalla","(mh2)","$0.37"
"Blazing Specter","(ddh)","$0.71"
"Bleak Coven Vampires","(plist)","$0.37"
"Blessed Orator","(ody)","$0.37"
"Blessed Spirits","(ori)","$0.39"
"Blight Herder","(bfz)","$0.67"
"Blight Keeper","(xln)","$0.28"
"Blight Mamba","(som)","$1.14"
"Blight-Breath Catoblepas","(thb)","$0.28"
"Blightbeetle","(m20)","$0.56"
"Blightcaster","(ori)","$0.37"
"Blighted Agent","(nph)","$1.44"
"Blighted Bat","(akh)","$0.28"
"Blighted Shaman","(mir)","$0.37"
"Blightsoil Druid","(ema)","$0.37"
"Blightspeaker","(mma)","$0.36"
"Blightsteel Colossus","(mbs)","$66.68"
"Blightwidow","(mbs)","$0.37"
"Blim, Comedic Genius","(cmr)","$0.44"
"Blind Creeper","(5dn)","$0.31"
"Blind Hunter","(gpt)","$0.36"
"Blind Phantasm","(fut)","$0.36"
"Blind Zealot","(nph)","$0.30"
"Blind-Spot Giant","(mma)","$0.37"
"Blinding Angel","(nem)","$4.02"
"Blinding Drone","(ogw)","$0.28"
"Blinding Mage","(ima)","$0.30"
"Blinding Souleater","(nph)","$0.30"
"Blink Dog","(afr)","$0.34"
"Blinking Spirit","(ice)","$0.74"
"Blister Beetle","(ala)","$0.34"
"Blistercoil Weird","(rtr)","$0.46"
"Blistergrub","(som)","$0.31"
"Blistering Barrier","(mir)","$0.34"
"Blistering Dieflyn","(shm)","$0.36"
"Blistering Firecat","(ons)","$3.36"
"Blisterpod","(bfz)","$0.37"
"Blisterspit Gremlin","(iko)","$0.30"
"Blisterstick Shaman","(mbs)","$0.30"
"Blitz Hellion","(arb)","$0.52"
"Blitz Leech","(iko)","$0.25"
"Blizzard Elemental","(btd)","$0.58"
"Blizzard Specter","(csp)","$0.68"
"Blizzard Strix","(mh1)","$0.37"
"Bloated Toad","(ulg)","$0.49"
"Blockade Runner","(mmq)","$0.34"
"Blood Age General","(stx)","$0.22"
"Blood Artist","(c17)","$8.76"
"Blood Aspirant","(thb)","$0.37"
"Blood Bairn","(m14)","$0.36"
"Blood Baron of Vizkopa","(ima)","$0.87"
"Blood Burglar","(m20)","$0.30"
"Blood Celebrant","(lgn)","$0.77"
"Blood Cultist","(ala)","$0.43"
"Blood Glutton","(m21)","$0.30"
"Blood Host","(m15)","$0.37"
"Blood Hound","(mmq)","$0.74"
"Blood Knight","(plc)","$0.52"
"Blood Ogre","(mm2)","$0.36"
"Blood Operative","(grn)","$0.52"
"Blood Pet","(tmp)","$0.56"
"Blood Petal Celebrant","(vow)","$0.22"
"Blood Researcher","(stx)","$0.28"
"Blood Scrivener","(dgm)","$0.67"
"Blood Seeker","(zen)","$0.37"
"Blood Servitor","(vow)","$0.25"
"Blood Speaker","(chk)","$1.85"
"Blood Tyrant","(c16)","$0.58"
"Blood Vassal","(usg)","$0.36"
"Blood-Chin Fanatic","(dtk)","$0.59"
"Blood-Chin Rager","(dtk)","$0.50"
"Blood-Cursed Knight","(ori)","$0.39"
"Blood-Toll Harpy","(ths)","$0.30"
"Bloodbond Vampire","(jmp)","$0.37"
"Bloodborn Scoundrels","(bbd)","$0.33"
"Bloodbraid Elf","(arb)","$2.86"
"Bloodbraid Marauder","(mh2)","$0.50"
"Bloodbriar","(emn)","$0.34"
"Bloodcrazed Goblin","(m11)","$0.30"
"Bloodcrazed Hoplite","(jou)","$0.33"
"Bloodcrazed Neonate","(isd)","$0.33"
"Bloodcrazed Paladin","(xln)","$0.68"
"Bloodcrazed Socialite","(vow)","$0.22"
"Bloodcurdler","(ody)","$0.65"
"Bloodfire Colossus","(ddi)","$0.65"
"Bloodfire Dwarf","(apc)","$0.39"
"Bloodfire Enforcers","(frf)","$0.37"
"Bloodfire Expert","(ktk)","$0.30"
"Bloodfire Kavu","(ddi)","$0.37"
"Bloodfire Mentor","(ktk)","$0.30"
"Bloodflow Connoisseur","(avr)","$0.37"
"Bloodfray Giant","(rtr)","$0.37"
"Bloodghast","(ima)","$20.63"
"Bloodgift Demon","(isd)","$2.25"
"Bloodhall Ooze","(con)","$0.93"
"Bloodhall Priest","(emn)","$0.62"
"Bloodhaze Wolverine","(eld)","$0.24"
"Bloodhunter Bat","(m13)","$0.28"
"Bloodhusk Ritualist","(wwk)","$0.46"
"Bloodied Ghost","(eve)","$0.37"
"Bloodline Necromancer","(c17)","$5.01"
"Bloodline Pretender","(khm)","$0.55"
"Bloodline Shaman","(ons)","$0.44"
"Bloodlord of Vaasgoth","(c17)","$2.47"
"Bloodlust Inciter","(akh)","$0.28"
"Bloodmad Vampire","(soi)","$0.37"
"Bloodmark Mentor","(shm)","$2.90"
"Bloodmist Infiltrator","(rna)","$0.37"
"Bloodpyre Elemental","(ala)","$0.33"
"Bloodrage Brawler","(akh)","$0.37"
"Bloodrage Vampire","(m12)","$0.31"
"Bloodrite Invoker","(roe)","$0.33"
"Bloodrock Cyclops","(wth)","$0.36"
"Bloodrock Cyclops","(wth)","$0.36"
"Bloodscale Prowler","(gpt)","$0.34"
"Bloodshot Cyclops","(8ed)","$0.74"
"Bloodshot Trainee","(som)","$0.37"
"Bloodsky Berserker","(khm)","$0.34"
"Bloodsoaked Champion","(ktk)","$1.93"
"Bloodspore Thrinax","(cma)","$1.48"
"Bloodstoke Howler","(lgn)","$0.33"
"Bloodstone Goblin","(dom)","$0.30"
"Bloodsworn Squire // Bloodsworn Knight","(vow)","$0.37"
"Bloodsworn Steward","(c17)","$2.30"
"Bloodthirsty Aerialist","(m20)","$0.73"
"Bloodthirsty Ogre","(chk)","$0.37"
"Bloodthorn Taunter","(ala)","$0.33"
"Bloodthrone Vampire","(mm2)","$0.37"
"Bloodtithe Collector","(mid)","$0.33"
"Bloodtithe Harvester","(vow)","$0.37"
"Bloodtracker","(c18)","$0.74"
"Bloodwater Entity","(hou)","$0.43"
"Bloom Hulk","(war)","$0.31"
"Bloom Tender","(mb1)","$37.66"
"Blossom Dryad","(xln)","$0.30"
"Blue Dragon","(afr)","$0.33"
"Blurred Mongoose","(inv)","$0.70"
"Boa Constrictor","(mmq)","$0.43"
"Boarding Party","(cmr)","$0.37"
"Boartusk Liege","(shm)","$13.66"
"Body Double","(plc)","$2.21"
"Body Snatcher","(uds)","$2.22"
"Body of Jukai","(bok)","$0.37"
"Body of Knowledge","(cmr)","$0.74"
"Bog Elemental","(pcy)","$0.59"
"Bog Glider","(pcy)","$0.33"
"Bog Gnarr","(apc)","$0.33"
"Bog Hoodlums","(lrw)","$0.36"
"Bog Imp","(4ed)","$0.34"
"Bog Initiate","(inv)","$0.37"
"Bog Naughty","(eld)","$0.37"
"Bog Raiders","(usg)","$0.37"
"Bog Rats","(drk)","$0.47"
"Bog Serpent","(plc)","$0.34"
"Bog Smugglers","(mmq)","$0.34"
"Bog Tatters","(zen)","$0.30"
"Bog Witch","(arc)","$2.77"
"Bog Wraith","(3ed)","$0.40"
"Bog-Strider Ash","(lrw)","$0.36"
"Bogardan Dragonheart","(mh1)","$0.30"
"Bogardan Firefiend","(wth)","$0.36"
"Bogardan Hellkite","(cm2)","$1.08"
"Bogardan Lancer","(fut)","$0.31"
"Bogardan Phoenix","(vis)","$4.12"
"Bogardan Rager","(tsp)","$0.30"
"Bogbrew Witch","(m14)","$0.59"
"Boggart Arsonists","(plist)","$0.37"
"Boggart Brute","(m19)","$0.30"
"Boggart Forager","(lrw)","$0.36"
"Boggart Loggers","(lrw)","$0.36"
"Boggart Mob","(lrw)","$1.47"
"Boggart Ram-Gang","(shm)","$0.74"
"Boggart Sprite-Chaser","(lrw)","$0.36"
"Bogstomper","(m19)","$0.28"
"Bojuka Brigand","(wwk)","$0.31"
"Bola Warrior","(nem)","$0.31"
"Bold Impaler","(emn)","$0.30"
"Bold Plagiarist","(c21)","$0.55"
"Boldwyr Intimidator","(cns)","$0.37"
"Boldwyr Intimidator","(mor)","$0.37"
"Bolrac-Clan Crusher","(rna)","$0.37"
"Bolt Hound","(m21)","$0.52"
"Boltwing Marauder","(dtk)","$0.65"
"Bomat Courier","(kld)","$0.73"
"Bomber Corps","(gtc)","$0.30"
"Bond Beetle","(m13)","$0.34"
"Bonded Construct","(ori)","$0.31"
"Bonded Fetch","(fut)","$0.41"
"Bonded Horncrest","(xln)","$0.37"
"Bone Dancer","(wth)","$10.86"
"Bone Dragon","(m19)","$1.45"
"Bone Picker","(jmp)","$0.37"
"Bone Pit Brute","(m21)","$0.28"
"Bone Shaman","(ice)","$0.30"
"Bone Shredder","(mh2)","$0.37"
"Bone Shredder","(ulg)","$0.50"
"Bonebreaker Giant","(m12)","$0.30"
"Boneclad Necromancer","(m20)","$0.30"
"Boneknitter","(ons)","$0.47"
"Bonescythe Sliver","(m14)","$11.38"
"Boneshard Slasher","(tor)","$0.37"
"Bonesplitter Sliver","(tsp)","$0.55"
"Bonethorn Valesk","(scg)","$0.33"
"Boneyard Lurker","(iko)","$0.37"
"Boneyard Mycodrax","(c20)","$0.44"
"Boneyard Scourge","(c17)","$6.68"
"Boneyard Wurm","(ddj)","$0.46"
"Bontu the Glorified","(akh)","$4.06"
"Book Devourer","(grn)","$0.37"
"Bookwurm","(stx)","$0.37"
"Boon Satyr","(ths)","$0.53"
"Boonweaver Giant","(m15)","$0.40"
"Boot Nipper","(iko)","$0.30"
"Borborygmos","(gpt)","$0.74"
"Borborygmos Enraged","(gtc)","$1.85"
"Border Guard","(por)","$0.37"
"Border Patrol","(jud)","$0.36"
"Borderland Behemoth","(mor)","$0.74"
"Borderland Explorer","(c18)","$0.37"
"Borderland Marauder","(bbd)","$0.34"
"Borderland Minotaur","(ths)","$0.30"
"Borderland Ranger","(avr)","$0.30"
"Boreal Centaur","(csp)","$0.36"
"Boreal Druid","(csp)","$5.74"
"Boreal Elemental","(m20)","$0.28"
"Boreal Griffin","(csp)","$0.33"
"Boreal Outrider","(khm)","$0.30"
"Boreas Charger","(c18)","$0.79"
"Boros Battleshaper","(dgm)","$0.50"
"Boros Challenger","(grn)","$0.37"
"Boros Elite","(gtc)","$0.37"
"Boros Guildmage","(cma)","$0.46"
"Boros Mastiff","(dgm)","$0.30"
"Boros Reckoner","(mm3)","$1.32"
"Boros Recruit","(rav)","$0.37"
"Boros Swiftblade","(mm2)","$0.39"
"Bosh, Iron Golem","(mrd)","$0.58"
"Bottle Gnomes","(mrd)","$0.37"
"Bottle Golems","(mh2)","$0.22"
"Bouncing Beebles","(ulg)","$0.36"
"Bounding Krasis","(ori)","$0.41"
"Bounty Agent","(grn)","$0.61"
"Bounty Hunter","(tmp)","$7.40"
"Brackish Trudge","(stx)","$0.34"
"Brackwater Elemental","(ddh)","$0.36"
"Brago's Representative","(cns)","$0.37"
"Brago, King Eternal","(ema)","$2.67"
"Braids, Cabal Minion","(ody)","$1.93"
"Braids, Conjurer Adept","(plc)","$2.95"
"Brain Gorgers","(plc)","$0.37"
"Brain Maggot","(jou)","$0.40"
"Brain Weevil","(isd)","$0.30"
"Brallin, Skyshark Rider","(c20)","$1.48"
"Bramble Creeper","(m10)","$0.31"
"Bramble Elemental","(rav)","$0.33"
"Bramble Wurm","(vow)","$0.33"
"Bramblefort Fink","(eld)","$0.37"
"Bramblesnap","(roe)","$0.37"
"Brambleweft Behemoth","(hou)","$0.37"
"Bramblewood Paragon","(mor)","$2.61"
"Branchsnap Lorian","(lgn)","$0.37"
"Branded Brawlers","(pcy)","$0.34"
"Convicted Killer // Branded Howler","(soi)","$0.37"
"Brass Gnat","(tsp)","$0.36"
"Brass Herald","(apc)","$0.53"
"Brass Herald","(cmr)","$0.37"
"Brass Man","(4ed)","$0.39"
"Brass Secretary","(uds)","$0.37"
"Brass Squire","(mbs)","$0.52"
"Brass-Talon Chimera","(vis)","$0.37"
"Brassclaw Orcs","(fem)","$0.37"
"Brawl-Bash Ogre","(m19)","$0.37"
"Brawn","(jud)","$0.79"
"Brazen Borrower // Petty Theft","(eld)","$19.25"
"Brazen Buccaneers","(xln)","$0.30"
"Brazen Dwarf","(afr)","$0.22"
"Brazen Freebooter","(rix)","$0.30"
"Brazen Scourge","(kld)","$0.37"
"Brazen Wolves","(emn)","$0.34"
"Breaching Hippocamp","(ths)","$0.36"
"Breaching Leviathan","(c14)","$10.74"
"Breaker of Armies","(bfz)","$0.68"
"Breakneck Berserker","(khm)","$0.22"
"Breakneck Rider // Neck Breaker","(soi)","$2.65"
"Breathless Knight","(mh2)","$0.28"
"Breathstealer","(mir)","$0.33"
"Breeches, Brazen Plunderer","(cmr)","$0.37"
"Breezekeeper","(vis)","$0.34"
"Breya's Apprentice","(mh2)","$0.56"
